4105 1558 0.0
1032 -4703 0.0
1018 -4731 0.0
5068 -1933 0.0
5463 3958 0.0
3116 -6859 0.0
5562 -5274 0.0
-5132 -5822 0.0
-6347 -4763 0.0
-7324 -4067 0.0
8211 3715 0.0
-579 -9332 0.0
8623 4440 0.0
7921 6027 0.0
5213 -8892 0.0
9665 -3611 0.0
7108 8259 0.0
5657 9823 0.0
-7890 -8798 0.0
-3007 -11561 0.0
3719 -11816 0.0
6680 -10811 0.0
6733 -10888 0.0
10984 -6743 0.0
8823 9798 0.0
-12776 -3717 0.0
1426 -13387 0.0
12917 -5101 0.0
-9130 -10475 0.0
8142 -11371 0.0
5543 -13752 0.0
-3741 -14454 0.0
14785 -3989 0.0
8679 -12665 0.0
-364 -15421 0.0
14220 -6956 0.0
13245 9635 0.0
-5666 -15423 0.0
-9869 -13683 0.0
11915 -12177 0.0
-5072 -17007 0.0
-5488 -16970 0.0
-9055 -15425 0.0
9748 -15149 0.0
13792 -11804 0.0
8499 -16574 0.0
16488 -9307 0.0
15407 -13387 0.0
17044 -12436 0.0
18207 -11293 0.0
-22337 1565 0.0
-25394 -820 0.0
-29111 -6009 0.0
