149.261347431066,1.79810586,120.55986062
815.383639641681,2.36078791,102.99297831
1535.23950978351,2.82194304,74.06099021
3156.63489872135,8.43362878,28.86599565
4401.42574589193,12.33142151,16.06149399
5837.45590677862,15.47073585,29.96902136
7532.70095441582,21.01129175,26.65963594
9617.52726581626,21.55762493,27.53700998
10873.5642491047,22.54069688,31.23833575
12340.7376321869,26.15749547,32.96632823
14133.2899454097,27.11369063,42.08255902
16543.9887337607,20.47197758,36.58165663
18617.8105324755,7.38582501,45.93584439
20627.7168840997,3.26739099,51.40250069
23742.3110430915,8.76132429,55.44482061
26284.8385405929,15.96192279,73.55866209
30795.9901177919,22.34879811,89.31794218
