0	2.526	120
1000	2.526	120
2000	2.866	90
3000	6.36	10
4000	10.717	10
5000	12.653	40
6000	14.954	40
7000	16.496	40
8000	17.944	40
9000	19.517	40
10000	21.074	40
11000	22.322	40
12000	24.121	40
13000	25.897	40
14000	26.061	40
15000	25.701	40
16000	19.762	45
17000	14.875	35
18000	11.936	25
19000	9.122	25
20000	5.056	25
21000	3.024	30
22000	4.33	40
23000	7.074	40
24000	7.074	40
25000	7.074	40
26000	7.074	40
27000	7.074	40
28000	7.074	40
