1499.0 1506.0 0.0
1957.0 1997.0 0.0
1787.0 2173.0 0.0
-770.0 3082.0 0.0
-1673.0 3152.0 0.0
-637.0 4876.0 0.0
-1268.0 5048.0 0.0
-2101.0 5517.0 0.0
-2250.0 5771.0 0.0
-2272.0 5925.0 0.0
32.0 6398.0 0.0
-337.0 6683.0 0.0
2519.0 6318.0 0.0
-1439.0 6652.0 0.0
5823.0 3944.0 0.0
4688.0 5396.0 0.0
918.0 7180.0 0.0
4337.0 6035.0 0.0
2019.0 7255.0 0.0
-586.0 7588.0 0.0
-387.0 7656.0 0.0
-555.0 7666.0 0.0
3512.0 6869.0 0.0
3226.0 7110.0 0.0
1154.0 7735.0 0.0
2037.0 7565.0 0.0
3352.0 7167.0 0.0
3066.0 7419.0 0.0
2287.0 7844.0 0.0
1907.0 8096.0 0.0
225.0 8480.0 0.0
2424.0 8963.0 0.0
2665.0 9054.0 0.0
2979.0 9056.0 0.0
3133.0 9522.0 0.0
5500.0 8723.0 0.0
4617.0 10199.0 0.0
5344.800000000047 -10383.120000000112 0.0
5132.0 11365.0 0.0
62263.72999999998 44544.419999999925 0.0
3540.4100000000326 79151.75999999978 0.0
58922.09999999998 70636.43999999994 0.0
-45869.56999999995 113994.24000000022 0.0
152444.11 94700.1000000001 0.0
73534.28000000003 185654.68999999994 0.0
103651.97999999998 363337.18999999994 0.0
73428.76000000001 407182.68000000017 0.0
551749.3700000001 207053.16000000015 0.0
619993.5 167713.91000000015 0.0
650703.3999999999 293004.81000000006 0.0
654768.54 656631.8799999999 0.0
