-718 -858 0.0
-1395 -616 0.0
-1395 -616 0.0
-1225 933 0.0
-1225 933 0.0
-1538 -1634 0.0
-2078 -870 0.0
-1999 -1130 0.0
-1999 -1130 0.0
-1999 -1130 0.0
-2303 -328 0.0
-2178 1240 0.0
-2178 1240 0.0
-2364 910 0.0
-2364 910 0.0
-2785 462 0.0
-2785 462 0.0
-3145 -690 0.0
-2930 1383 0.0
-2930 1383 0.0
-2167 -2432 0.0
-2707 -1931 0.0
-2707 -1931 0.0
-3418 318 0.0
-3418 318 0.0
-3457 -1445 0.0
-3621 1313 0.0
-3921 878 0.0
-3974 -988 0.0
-4454 -205 0.0
-4454 -205 0.0
-3833 2568 0.0
-4437 -1671 0.0
-4022 -2624 0.0
-4800 265 0.0
-5072 -917 0.0
-5060 1500 0.0
-4669 -2654 0.0
-5575 -56 0.0
-5575 -56 0.0
-5459 -1695 0.0
-5773 -261 0.0
-5773 -261 0.0
-5822 -775 0.0
-5822 -775 0.0
-6072 -153 0.0
-6072 -153 0.0
-6180 1032 0.0
-6180 1032 0.0
-5697 -2739 0.0
-5979 -2090 0.0
-6487 -1319 0.0
-6487 -1319 0.0
-6568 -890 0.0
-6568 -890 0.0
-5932 -3242 0.0
-6836 458 0.0
-6613 -2118 0.0
-6613 -2118 0.0
-7052 -386 0.0
-7052 -386 0.0
-7119 -1571 0.0
-7119 -1571 0.0
-6837 -2975 0.0
-7434 -886 0.0
-7032 -3985 0.0
-8091 -912 0.0
-8091 -912 0.0
-7676 -2740 0.0
-7676 -2740 0.0
-8163 -408 0.0
-8163 -408 0.0
-8196 516 0.0
-8080 -1996 0.0
-8080 -1996 0.0
-7770 -3285 0.0
-8623 -1373 0.0
-8623 -1373 0.0
-8874 -513 0.0
-8005 -4373 0.0
-8613 -3113 0.0
-9209 320 0.0
-9001 -2400 0.0
-9001 -2400 0.0
-8702 -3940 0.0
-9422 -2634 0.0
-8740 -4689 0.0
-9950 -1203 0.0
-10143 -312 0.0
-9922 -2381 0.0
-9922 -2381 0.0
-10060 -3312 0.0
-9790 -4101 0.0
-10478 -1941 0.0
-10694 247 0.0
-10702 -1150 0.0
-10294 -3930 0.0
-10037 -4863 0.0
-10954 -2558 0.0
-11091 -3363 0.0
-10849 -4352 0.0
-11704 -735 0.0
-11606 -1732 0.0
-11854 -2430 0.0
-11059 -5197 0.0
-11881 -2898 0.0
-12719 -3661 0.0
